fips,name_16,County,LessThanHighSchool,AtLeastHighSchool,AtLeastBS,GraduateDegreee,School_Enrollment,MedianEarnings,WhitePopulation,AfricanAmericanPopulation,NativeAmericanPopulation,AsianAmericanPopulatyion,OtherRaces,LatinoPopulation,ChildrenUnder6LivinginPoverty,Adults65andOlderLivinginPoverty,TotalPopulation,PreschoolEnrollmentRatioenrolledages3and4,PovertyRatebelowfederalpoverty.hreshold,GiniCoefficient,ChildPovertylivinginfamiliesbelowthepovertyline,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity.percent,Adult.obesity.population,Diabetes.percent,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
34015,Gloucester,"Gloucester County, New Jersey",10.5,89.5,26.9,8.3,82.5,39241.7473,81.9,9.65,0.1,2.4,1.8,4.25,10.15,8.35,286420,59.8,7.15,0.399,9.05,37.85,14.2,28.1,0.45,8.9,10.6,New Jersey,81.9,9.65,4.25,2.4,0.1,1.8,84.3,0.6827805,38.2,-75.1437077,39.7210193,3.5,3.6,0.08,17.4,0.247,0.192,0.282,80770,0.095,252.9,160.5,0.108,0.1,179.75,2.53,54.6,5.4,1.339205788,0.828551688,0.661177382,-6.42E-05,6.42E-05,1.81E-04,5.82E-04,-2.86E-04,,,,,,,,,,,,,,,,,,,,,,,,,,"(39.7,41]","(-78.2,178]",,
34017,Hudson,"Hudson County, New Jersey",19.7,80.3,34.6,12.2,76.1,34869.24794,32.55,11.65,0.1,12.15,2.05,41.4,22.1,15.95,613940.5,67.4,14.95,0.488,23.4,35.65,18.1,26,0.1,7.3,12.9,New Jersey,32.55,11.65,41.4,12.15,0.1,2.05,44.7,0.306102,34.1,-74.0786266,40.7313837,4.2,3.4,0.08,35.4,0.442,0.163,0.239,146732,0.077,327.7,972.3,0.224,0.105,473.01,5.74,29.7,5.9,0.015955086,-0.127771935,1.14243746,1.16E-04,1.16E-04,1.37E-04,0.001118193,0.782515601,4.7,4750,1034.5,1253.5,1299,1163,548.5,634.5,462.5,340.5,417,264,752.5,841.5,663,526,618.5,433,571.5,658,485,34017,12.69444444,1206.5,"(12,13.6]","(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34019,Hunterdon,"Hunterdon County, New Jersey",6,94,47.5,19.5,85.05,50735.14984,88.1,2.6,0.1,3.2,1.2,4.75,3.5,3.4,128933,68.4,3.8,0.439,3.4,49.3,11.55,26.3,0.15,7.35,5.35,New Jersey,88.1,2.6,4.75,3.2,0.1,1.2,91.3,0.78026225,42.4,-74.9119695,40.5652832,2.6,2.5,0.07,4.1,0.153,0.128,0.2,25787,0.066,86.7,262.8,0.073,0.071,52.74,,33.9,2.6,2.694398835,2.004287907,0.99349341,-3.73E-04,3.73E-04,6.04E-04,0.001554457,2.92579186,76.2,4950.5,1056.5,1373.5,1290,1230.5,516,624.5,407.5,312,402,222.5,716,831,600.5,496.5,612,380.5,536.5,649.5,423.5,34019,10.88888889,1257.427,"(10.7,12]","(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","(38.9,105]"
34021,Mercer,"Mercer County, New Jersey",13.5,86.5,38.2,17.6,82.35,36512.6073,56.45,19.35,0.15,8.35,1.75,13.95,15.7,6.95,365145.5,63.3,9.75,0.476,13.5,42.9,16.2,25.4,0.2,6.45,8.85,New Jersey,56.45,19.35,13.95,8.35,0.15,1.75,64.8,0.3828435,37.4,-74.703724,40.2825027,2.8,2.8,0.09,24.7,0.313,0.133,0.251,91652,0.089,405.1,504.4,0.14,0.078,449.26,6.48,40.4,7.7,0.802830293,0.512379455,0.961837699,1.50E-05,1.50E-05,2.49E-04,8.58E-04,0.296733396,43.3,4660.5,940.5,1353.5,1211.5,1155,532.5,632,433.5,333.5,417,249.5,730,835,625,510.5,615,406,553,656.5,449.5,34021,11.80555556,1183.767,"(10.7,12]","(39.7,41]","(-78.2,178]","(1.12e+03,1.19e+03]","(38.9,105]"
34023,Middlesex,"Middlesex County, New Jersey",12,88,38.4,15.3,82.4,41826.5727,51.45,9.05,0.1,19.8,1.85,17.75,9.9,7.05,795907.5,58.2,7.5,0.407,9.35,42.55,12.85,26.75,0,6.8,11.05,New Jersey,51.45,9.05,17.75,19.8,0.1,1.85,71.25,0.343954,36.9,-74.4075852,40.4395925,3,3,0.08,15.6,0.236,0.123,0.234,186242,0.092,215.1,289.6,0.154,0.085,185.61,1.91,32.3,4.6,1.286009825,1.123632568,0.806388548,-1.34E-04,1.34E-04,2.65E-04,6.08E-04,0.72151714,26.2,4893,1055,1364,1260,1214,531,633,430,330,419,242,731,834,628,507,613,401,553,662,444,34023,11.72222222,1242.822,"(10.7,12]","(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34025,Monmouth,"Monmouth County, New Jersey",8.8,91.2,39.2,14.9,84.25,41283.33302,77.3,7.2,0.1,4.95,1.45,9.05,8.35,6.15,636182,69.9,6.2,0.462,7.8,42.1,14.85,27.45,0.3,8.05,7.25,New Jersey,77.3,7.2,9.05,4.95,0.1,1.45,82.25,0.61356475,40.6,-74.1524457,40.287056,3,3.4,0.08,13.4,0.211,0.158,0.224,142505,0.085,187.3,330.3,0.122,0.089,197.97,1.8,35.5,3.6,1.70596112,1.254166437,0.867360717,-1.27E-04,1.27E-04,3.89E-04,0.001127996,1.050810621,34.1,4776.5,1075.5,1319,1237.5,1144.5,536,629,443.5,343.5,431,256,728,819.5,637,507,601.5,413,562.5,660,464.5,34025,12,1213.231,"(10.7,12]","(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34027,Morris,"Morris County, New Jersey",6.9,93.1,48.4,19,85.7,48042.67588,76,2.95,0.1,8.6,1.4,11,3.55,4.85,489052,70.7,3.75,0.449,3.9,48.6,12.35,25.8,0.1,6.25,6.9,New Jersey,76,2.95,11,8.6,0.1,1.4,84.6,0.59816325,40.5,-74.5474268,40.8585805,2.5,2.8,0.08,6.4,0.148,0.125,0.208,101723,0.074,103,188.4,0.094,0.073,75.58,0.61,28.1,3.6,2.433560052,1.829499282,0.953837998,-3.08E-04,3.08E-04,5.47E-04,0.001560937,2.418173644,154.9333333,5078.666667,1062.666667,1384.666667,1304.666667,1326.666667,,,,,,,,,,,,,,,,34027,,1289.981333,,"(39.7,41]","(-78.2,178]","(1.27e+03,1.39e+03]","(105,167]"
34029,Ocean,"Ocean County, New Jersey",10.9,89.1,24.3,7.8,79.45,35055.42794,86.6,3.05,0.1,1.75,1,7.55,17.85,5.8,570997.5,57.6,8.45,0.426,14.05,33.75,17.1,28.5,0.1,11.4,9.15,New Jersey,86.6,3.05,7.55,1.75,0.1,1,88.35,0.75699375,42.4,-74.2630272,39.8658498,3.4,3.5,0.06,19.1,0.205,0.173,0.264,150743,0.111,127.4,120.3,0.127,0.103,120.14,1.52,40.9,3.7,1.628697605,0.825126084,0.572857638,-6.18E-05,6.18E-05,1.70E-04,6.39E-04,-0.151156119,2.25,4429.5,1054,1188.5,1130,1057,539,628.5,449.5,349,433.5,264.5,730,819,641,504,595.5,413,569,662,475,34029,12.16666667,1125.093,"(12,13.6]","(39.7,41]","(-78.2,178]","(1.12e+03,1.19e+03]","[-12.3,38.9]"
34031,Passaic,"Passaic County, New Jersey",18.5,81.5,25.2,7.9,77.95,31538.51429,46.55,11.4,0.15,4.7,1.4,35.8,24.55,13.15,495009.5,66.5,15.05,0.463,22.95,30,17,27.75,0.1,8.45,16.8,New Jersey,46.55,11.4,35.8,4.7,0.15,1.4,51.25,0.3602575,36,-74.3003075,41.0337634,3.6,3.5,0.09,36.2,0.369,0.167,0.247,122267,0.091,393.2,632.2,0.206,0.113,489.01,4.5,33.8,5.2,-0.218396532,-0.126263158,0.870947962,5.90E-05,5.90E-05,8.37E-05,4.90E-04,0.024928965,175.58,5024.4,1073.2,1340.4,1277,1333.8,,,,,,,,,,,,,,,,34031,,1276.1976,,"(39.7,41]","(-78.2,178]","(1.27e+03,1.39e+03]","(167,216]"
34033,Salem,"Salem County, New Jersey",14.4,85.6,18.3,5.5,80.65,34267.68127,77.15,14.1,0.3,0.7,1.6,6.15,21.75,7.5,66032.5,50.3,9.95,0.408,14.75,30.8,16.2,23.65,0.75,11.65,16.9,New Jersey,77.15,14.1,6.15,0.7,0.3,1.6,77.85,0.6191895,40.4,-75.3573559,39.5738282,4.4,3.9,0.08,38.4,0.376,0.246,0.328,21659,0.114,326.2,267.8,0.13,0.11,261.18,4.35,64.6,7.8,0.312388441,-0.085544148,0.599796588,3.66E-05,3.66E-05,4.74E-05,2.64E-04,-0.519483296,27.4,4591,1037,1238,1205,1111,554,645,463,355,433,276,750,844,656,530,626,435,577,672,482,34033,13,1166.114,"(12,13.6]","(38.4,39.7]","(-78.2,178]","(1.12e+03,1.19e+03]","[-12.3,38.9]"
34035,Somerset,"Somerset County, New Jersey",7.3,92.7,49.8,21.8,85.2,49498.28445,64.3,8.35,0.1,13.15,1.6,12.5,4.35,4.8,322078,69.8,3.5,0.445,3.85,50.9,10.8,24.45,0.1,6.45,7.25,New Jersey,64.3,8.35,12.5,13.15,0.1,1.6,77.45,0.4535955,39.7,-74.61993,40.5655218,2.5,2.5,0.08,11,0.161,0.093,0.211,67958,0.074,162.2,207.3,0.098,0.074,79.97,1.62,28.1,2.8,2.154000571,1.855864785,1.064016054,-3.09E-04,3.09E-04,5.74E-04,0.001539541,2.630844608,19.9,4769.333333,967.6666667,1350.333333,1247,1204.333333,,,,,,,,,,,,,,,,34035,,1211.410667,,"(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34037,Sussex,"Sussex County, New Jersey",7,93,31.4,10.8,84.6,41365.44032,89.25,1.7,0.1,1.8,1.05,6.05,6.7,5.75,150252,67.8,4.75,0.386,6,37.55,15.15,26.2,0.25,11.55,9.4,New Jersey,89.25,1.7,6.05,1.8,0.1,1.05,91.05,0.80094075,40.6,-74.6918545,41.1374239,3.4,3.1,0.07,9.3,0.17,0.184,0.258,38765,0.075,110.4,120.1,0.104,0.091,55.93,0.95,36.3,3.9,1.806538638,1.413785729,0.602716916,-1.97E-04,1.97E-04,3.14E-04,0.001074016,0.886487598,161.775,4686.25,977.25,1268,1213.25,1227.75,492.75,600.5,384.75,281.75,372.75,190.5,694,808.75,579.75,479,594.75,363.25,511.5,621.5,402,34037,9.597222222,1190.3075,"(9.33,10.7]","(41,42.8]","(-78.2,178]","(1.19e+03,1.27e+03]","(105,167]"
34039,Union,"Union County, New Jersey",15.7,84.3,31.2,11.9,79.85,35825.19619,46.75,20.8,0.1,4.5,1.7,26.1,14.2,8.6,529274.5,66.3,8.9,0.481,12.3,34.8,16.5,26.35,0.1,7.85,14.4,New Jersey,46.75,20.8,26.1,4.5,0.1,1.7,51.25,0.33225625,37.8,-74.3086957,40.6598707,3.2,3.2,0.08,25.3,0.327,0.149,0.232,122792,0.082,334.2,618.4,0.177,0.097,454.06,5.6,35,5.2,0.497495145,0.488086314,0.924347146,2.56E-05,2.56E-05,2.40E-04,0.00110388,0.279565803,35.06666667,5002.666667,1070,1354.666667,1274,1304,530.3333333,640,421.3333333,327.3333333,420.6666667,233.6666667,730,844.3333333,615.6666667,510.3333333,627,393.6666667,550.6666667,663,438,34039,11.68518519,1270.677333,"(10.7,12]","(39.7,41]","(-78.2,178]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
34041,Warren,"Warren County, New Jersey",10.7,89.3,28.6,8.8,83.2,40296.39238,86.25,3.15,0.05,2.5,1.25,6.65,11.95,5.7,109129.5,61.6,6.55,0.404,8.95,36.85,15.4,25.9,0.5,9.8,11.6,New Jersey,86.25,3.15,6.65,2.5,0.05,1.25,88.75,0.75010225,40.7,-75.0095421,40.8535238,3.6,3.6,0.08,15.3,0.24,0.186,0.256,27937,0.086,133.8,120.7,0.116,0.082,109.63,1.57,40.4,4.1,1.135024646,1.045164452,0.595653497,-1.13E-04,1.13E-04,2.11E-04,6.47E-04,0.227500824,80.2,4632,936,1285,1167,1244,511,622,400,305,399,211,710,826,594,490,608,372,533,650,417,34041,10.61111111,1176.528,"(9.33,10.7]","(39.7,41]","(-78.2,178]","(1.12e+03,1.19e+03]","(38.9,105]"
35001,Bernalillo,"Bernalillo County, New Mexico",13.8,86.2,31.5,14,75.4,27388.68381,42.4,2.65,4.1,2.2,1.95,46.75,24.65,9.6,644693,42.2,15.4,0.453,22.05,38.65,17.6,25.05,0.2,9.85,8.6,New Mexico,42.4,2.65,46.75,2.2,4.1,1.95,44.6,0.40157975,35.7,-106.6690645,35.0540019,3.6,3.5,0.09,50,0.395,0.175,0.193,124426,0.059,576.8,190.6,0.207,0.071,766.41,8.09,91.9,6.1,-1.24331906,-0.083928649,0.877632376,1.04E-04,1.04E-04,1.28E-04,6.94E-04,0.360882595,1675.95,1245,198.6,463.9,235.8,346.7,554.4,695.1,413.8,364.8,489.9,239.6,745.4,892.9,597.5,548.8,699.3,398.1,555.5,694.4,416.5,35001,13.02222222,316.23,"(12,13.6]","(33.8,35.6]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35003,Catron,"Catron County, New Mexico",14,86,21.3,4.9,83.5,23308.60508,77.2,0.25,2.1,0.4,1.75,18.25,21.05,11.45,3567.5,83,13.5,0.417,25.8,21.2,16.1,21.4,10.55,20.6,10.2,New Mexico,77.2,0.25,18.25,0.4,2.1,1.75,77.6,0.63005975,58.6,-108.3920974,33.9018135,3.4,4.1,0.13,27.6,0.332,0.213,0.248,885,0.096,,,0.285,0.069,26.7,,,,-1.444852433,-0.317151391,0.91260343,9.01E-05,9.01E-05,9.50E-05,7.31E-04,0.259293444,2040.1,1451.5,251,627.75,173.5,399.25,496,684.5,307.25,340,518.5,161.25,659.5,845.75,473.75,477.5,678,276.5,503.5,693,314,35003,9.777777778,368.681,"(9.33,10.7]","(33.8,35.6]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35005,Chaves,"Chaves County, New Mexico",23.7,76.3,15.7,5.5,71.2,20826.53207,45.25,1.1,0.65,0.65,2.05,50.35,29.2,14.8,64005,38,21.1,0.436,26.75,26.1,22.25,26.2,2.9,11.45,11.1,New Mexico,45.25,1.1,50.35,0.65,0.65,2.05,45.9,0.45889425,35.2,-104.4698374,33.3616045,4.5,3.6,0.08,72.4,0.386,0.219,0.306,19586,0.102,607.1,73.7,0.261,0.066,622.65,13.94,102.1,7.7,-1.024264031,-1.231349634,0.70180297,-8.00E-06,8.00E-06,1.32E-04,3.25E-04,-0.338306872,1107.95,1427,157.5,640.5,249.25,379.75,,,,,,,,,,,,,,,,35005,,362.458,,"(31.7,33.8]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35006,Cibola,"Cibola County, New Mexico",23.6,76.4,11.5,4.4,74.4,21156.80762,22.5,0.6,40.4,0.4,1.05,35,35.7,13.9,27166.5,47.9,23.25,0.427,31.4,23.55,27.35,22.1,0.4,14.6,12.05,New Mexico,22.5,0.6,35,0.4,40.4,1.05,22.9,0.33650325,36,-108.0002545,34.93205,4.1,4,0.09,80.5,0.485,0.186,0.312,8476,0.117,607.4,225.6,0.257,0.062,636.85,8.94,109.7,6.8,-2.084792853,-1.42191691,0.716009093,-3.16E-05,3.16E-05,1.58E-04,5.55E-04,-0.144440629,2125.9,1270.5,234.75,498.25,216.75,320.75,500.75,660.5,340.5,323.25,468.75,177.25,682.25,847,517.5,488.75,657.25,320.25,505.25,666.5,343.75,35006,10.04166667,322.707,"(9.33,10.7]","(33.8,35.6]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35007,Colfax,"Colfax County, New Mexico",14,86,19.9,8.5,71.4,20914.88476,49.65,0.25,1.05,0.3,1.15,47.5,34.4,15.8,13441.5,29,17.55,0.422,25.75,27.9,22.1,24.2,0.65,13.7,11.45,New Mexico,49.65,0.25,47.5,0.3,1.05,1.15,49.95,0.472395,45.6,-104.6401256,36.6129625,4.4,4.1,0.13,57.4,0.372,0.211,0.248,3333,0.09,329.9,57.6,0.211,0.076,337.21,,104.1,,-0.936075694,-0.909797669,0.710652548,3.98E-05,3.98E-05,1.07E-04,5.61E-04,-0.224745558,1978.0125,1784.125,156.625,842.875,419.125,365.5,,,,,,,,,,,,,,,,35007,,453.16775,,"(35.6,37.1]","(-109,-100]","(444,628]","(1.01e+03,3.06e+03]"
35009,Curry,"Curry County, New Mexico",18.5,81.5,18.2,6.9,69.4,21441.33207,50.65,6.8,0.8,2.05,1.85,37.8,27.95,14,46681,35.4,19.85,0.444,27.15,26.75,20,23.9,4.4,13.95,11,New Mexico,50.65,6.8,37.8,2.05,0.8,1.85,52.7,0.40487675,31.7,-103.3460546,34.5729841,4.2,3.8,0.08,91.9,0.373,0.226,0.292,13631,0.088,561.9,84.5,0.217,0.048,545.09,7.63,65.4,5.5,-0.89800044,-0.831705838,0.708546592,6.59E-05,6.59E-05,1.08E-04,4.84E-04,-0.096081153,1383.35,1737.75,150.25,804.75,347.5,435.25,,,,,,,,,,,,,,,,35009,,441.3885,,"(33.8,35.6]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35011,DeBaca,"De Baca County, New Mexico",21,79,19.7,4.3,76.25,22033.56032,63.8,0.2,0.2,0,1.35,34.45,27.55,19.45,1978,54.3,22.05,0.467,38.15,33.7,17.65,21.75,3.35,10.9,12.65,New Mexico,63.8,0.2,34.45,0,0.2,1.35,63.8,0.5259145,49.4,-104.4015274,34.3514285,,4.6,,61.4,0.308,0.198,0.232,459,0.093,308.5,,0.262,0.043,,,,,-0.364757513,-0.810467806,0.777919977,5.99E-05,5.99E-05,9.63E-05,6.89E-04,-0.06214131,1375.14,1459,154.6,640.6,283.6,380.2,574.2,730,418.4,393,546.8,239,755,903.8,606.4,569.8,735.4,403.6,575.6,729.8,421,35011,14.12222222,370.586,"(13.6,14.9]","(33.8,35.6]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35013,Dona Ana,"Doqa Ana County, New Mexico",24.5,75.5,25.4,10,76.3,19010.35048,30.4,1.55,0.8,0.95,1.05,65.25,40.05,14.35,203526,29.8,24.55,0.461,34.9,32.15,21.05,23.7,2.45,11.4,9.25,New Mexico,30.4,1.55,65.25,0.95,0.8,1.05,31.35,0.518677,32.2,-106.8321821,32.3509119,3.7,3.4,0.08,66.6,0.382,0.158,0.254,51696,0.072,580.1,156.7,0.26,0.071,381.54,3.84,69.4,4.6,-1.306512465,-0.730943111,1.029225828,1.17E-04,1.17E-04,1.31E-04,6.59E-04,0.626031707,1273.166667,,,,,,599.3333333,769,430,418.6666667,588,250,779.3333333,934.6666667,624,593,777,409.3333333,602.3333333,772.6666667,432.6666667,35013,15.51851852,,"(14.9,16.6]","(31.7,33.8]","(-109,-100]",,"(1.01e+03,3.06e+03]"
35015,Eddy,"Eddy County, New Mexico",19.8,80.2,15.1,5.8,74.9,26591.29778,52.8,1.2,0.55,0.6,1.6,43.2,19.1,10.95,52588.5,52.3,14.35,0.468,18.15,30,16.5,23.55,1.65,16.2,12.05,New Mexico,52.8,1.2,43.2,0.6,0.55,1.6,53.4,0.46587425,37.4,-104.3064708,32.4578575,4.7,4.5,0.08,79.1,0.343,0.209,0.287,15093,0.108,380.4,36.6,0.179,0.041,628.47,7.67,110.5,6.1,-0.824281678,-0.577181721,0.72317864,5.57E-05,5.57E-05,4.89E-05,3.46E-04,-0.261133874,1096.75,1421.75,158.5,615.75,246.25,401.25,619.25,766.5,471.5,441.25,588.5,293.75,790.25,928.5,652,621.875,780,463.75,619.5,765.75,473.375,35015,16.625,361.1245,"(16.6,18.5]","(31.7,33.8]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35017,Grant,"Grant County, New Mexico",14.7,85.3,24.1,10.3,74.35,20709.52794,48.65,0.5,0.95,0.45,1.25,48.15,39.4,5.15,29618.5,38.9,14.9,0.423,24.2,33.2,19.15,22.6,2.15,13.35,9.5,New Mexico,48.65,0.5,48.15,0.45,0.95,1.25,49.1,0.46881625,45.4,-108.3815043,32.732087,4.6,4.4,0.1,68.7,0.44,0.18,0.237,7020,0.078,496.9,95.9,0.205,0.069,372.52,7.73,112.3,,-0.831909974,-0.642824653,0.872086615,8.35E-05,8.35E-05,8.77E-05,5.08E-04,0.157903546,1632.2125,1591.375,320.375,686.25,161.5,423.25,,,,,,,,,,,,,,,,35017,,404.20925,,"(31.7,33.8]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35019,Guadalupe,"Guadalupe County, New Mexico",20,80,7.4,3.7,78.3,18904.44095,17.05,0.85,1.75,0.6,1.1,78.6,52.3,29.5,4526,63.6,29.6,0.431,49.2,23.8,20.6,29.25,0.35,16.95,9.05,New Mexico,17.05,0.85,78.6,0.6,1.75,1.1,17.65,0.64740175,40.9,-104.7849677,34.8697822,2.8,3.2,0.11,52.2,0.411,0.328,0.259,1172,0.078,346.4,,0.207,0.098,596.49,,115,,-1.793725797,-1.600447605,1.199108433,7.70E-05,7.70E-05,3.21E-04,0.001153289,1.074856379,1398.1,1541.5,162.5,683.5,320.5,375,575,734,416,396,548.5,243.5,754,909,599,569,738.5,399,579,737.5,420.5,35019,14.16666667,391.541,"(13.6,14.9]","(33.8,35.6]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35021,Harding,"Harding County, New Mexico",10.2,89.8,18.2,3,73.45,28151.8873,49.2,0.6,0.75,1.2,0.05,48.15,12.95,23.7,675,0,21.25,0.408,16.2,29.15,18.35,21.65,4.95,18,7.9,New Mexico,49.2,0.6,48.15,1.2,0.75,0.05,50.4,0.47414275,41.3,-103.8299311,35.8631519,,,,,0.181,,0.253,171,0.096,,,0.227,0.046,,,,,-2.837295841,,,,,,,,1526.74,1668.4,131.8,815,356,365.6,545.4,692.8,398.2,359.6,504,215.4,731.4,873,589.6,535.4,691.2,379.8,552.4,699.8,404.8,35021,12.52222222,423.7736,"(12,13.6]","(35.6,37.1]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35023,Hidalgo,"Hidalgo County, New Mexico",22.3,77.7,15.6,6.7,72.35,18820.77365,41.8,0.5,0.3,0.25,1.25,55.95,34.7,17.7,4947.5,49.5,21.7,0.436,30.65,29.6,25.7,21.2,0.95,12.8,9.75,New Mexico,41.8,0.5,55.95,0.25,0.3,1.25,42.05,0.48796075,37.4,-108.7457292,31.8996575,,,0.08,67.5,0.494,,0.264,1306,0.083,555.4,,0.239,0.063,156.67,,88.5,,-2.014064076,-1.089503586,0.753870736,3.45E-05,3.45E-05,1.41E-04,6.01E-04,-0.120183525,1408.957143,,,,,,594.7142857,758.8571429,431,429,585.4285714,272.7142857,760.2857143,915.5714286,605,586.5714286,767.7142857,405.5714286,600.4285714,763,438,35023,15.26190476,,"(14.9,16.6]","(31.7,33.8]","[-164,-109]",,"(1.01e+03,3.06e+03]"
35025,Lea,"Lea County, New Mexico",27.3,72.7,12.9,4.6,69.2,26596.20191,44.45,4.35,0.65,0.25,1.1,49.15,26.65,10.45,61392.5,30.1,17.5,0.432,23.8,24.2,16.8,23.1,1.25,18.4,16.25,New Mexico,44.45,4.35,49.15,0.25,0.65,1.1,44.7,0.44121425,31.6,-103.4132707,32.7956865,4,2.9,0.09,91.1,0.352,0.212,0.328,20137,0.084,671,52.8,0.239,0.043,470.64,10.97,91.2,6.8,-1.45344135,-0.967488018,0.873640707,7.03E-05,7.03E-05,1.00E-04,4.26E-04,0.121756359,1219.94,1672.2,185,669.2,341.8,476.2,606.6,761.4,452,425.8,578,273.4,781.4,929,633,605.4,773.2,437.4,611.2,762,460.8,35025,15.92222222,424.7388,"(14.9,16.6]","(31.7,33.8]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35027,Lincoln,"Lincoln County, New Mexico",13.5,86.5,23.9,9.7,76.85,22614.20381,66.35,0.4,1.25,0.25,2.3,29.55,38.9,7.7,20692.5,56.4,13.35,0.419,21.5,30.8,25,23.3,2.4,13.15,5.4,New Mexico,66.35,0.4,29.55,0.25,1.25,2.3,66.6,0.52826,48.4,-105.4490834,33.7409407,2.6,3,0.1,61.2,0.417,0.221,0.229,4739,0.081,205.3,77.1,0.27,0.055,377.78,8.38,90.7,,-1.385840318,-0.455168166,0.988657155,9.20E-05,9.20E-05,7.70E-05,4.25E-04,0.326963778,1878.85,,,,,,526.6666667,673.8333333,379.3333333,366.1666667,503.5,228.8333333,688.3333333,836.1666667,540.6666667,518.1666667,676.6666667,359.5,531,676.5,385.1666667,35027,11.48148148,,"(10.7,12]","(31.7,33.8]","(-109,-100]",,"(1.01e+03,3.06e+03]"
35028,Los Alamos,"Los Alamos County, New Mexico",0.7,99.3,64,36.8,86.35,52632.75238,76.2,0.5,0.45,6.2,1.95,14.6,3.4,2.4,18190.5,61.6,2.8,0.351,2.3,66.55,9.85,15.25,0.1,5.05,3.2,New Mexico,76.2,0.5,14.6,6.2,0.45,1.95,82.4,0.6062295,43.5,-106.3079679,35.8700469,2.9,2.8,0.1,10.1,0.222,0.095,0.185,3365,0.067,109.8,60.3,0.047,0.035,227.14,,63.1,,1.028830091,2.040595586,1.497008059,-2.72E-04,2.72E-04,7.31E-04,0.001979685,3.357463023,2011.68,1526,265,587.8,297.4,375.8,488.6,640.2,336.6,304.8,444.6,165.2,673.2,829,517,478.8,634.6,322.8,493.4,649.4,337.8,35028,9.366666667,387.604,"(9.33,10.7]","(35.6,37.1]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
35029,Luna,"Luna County, New Mexico",30.5,69.5,13.5,5.9,73.5,15910.39175,36.45,0.7,0.45,0.35,1.2,60.9,48.55,21.8,25909.5,49.3,33.1,0.488,49.65,21.7,24.5,22.7,4.3,13.2,13.6,New Mexico,36.45,0.7,60.9,0.35,0.45,1.2,36.8,0.50396675,38.1,-107.7466387,32.1844822,3.4,4,0.09,99.5,0.474,0.188,0.261,6762,0.092,779.2,74.9,0.28,0.172,632.05,9.65,92.7,,-2.06911652,-2.126328941,1.173126332,-3.55E-05,3.55E-05,4.80E-04,0.001419027,1.19209287,1286.833333,1071,197.6666667,489.3333333,99.66666667,284.3333333,620.6666667,778,463.3333333,445.3333333,595.6666667,295,793.6666667,944.3333333,642.6666667,616,788.6666667,443.3333333,623.3333333,778.6666667,468.3333333,35029,16.7037037,272.034,"(16.6,18.5]","(31.7,33.8]","(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
